t,phase,nav_n,nav_e,nav_alt,nav_vn,nav_ve,nav_climb,truth_n,truth_e,truth_alt,fc_roll,fc_pitch,fc_yaw,true_roll,true_pitch,stick_thr,stick_roll,stick_pitch,stick_yaw
2.001,takeoff,0.000,0.000,0.068,0.000,0.000,0.001,0.000,0.000,0.068,0.00,-0.00,0.00,0.00,-0.00,0.000,-0.000,0.000,0.000
2.052,takeoff,0.000,0.000,0.068,0.000,0.000,0.001,0.000,0.000,0.068,0.00,-0.00,0.00,0.00,-0.00,0.030,-0.000,0.000,0.000
2.102,takeoff,0.000,0.000,0.068,0.000,0.000,0.001,0.000,0.000,0.068,0.00,-0.00,0.00,0.00,-0.00,0.060,-0.000,0.000,0.000
2.155,takeoff,0.000,0.000,0.068,0.000,0.000,0.001,0.000,0.000,0.068,0.00,-0.00,0.00,0.00,-0.00,0.092,-0.000,0.000,0.000
2.211,takeoff,0.000,0.000,0.068,0.000,0.000,0.001,0.000,0.000,0.068,0.00,-0.00,0.00,0.00,-0.00,0.126,-0.000,0.000,0.000
2.265,takeoff,0.000,0.000,0.068,0.000,0.000,0.001,0.000,0.000,0.068,0.00,-0.00,0.00,0.00,-0.00,0.158,-0.000,0.000,0.000
2.317,takeoff,0.000,0.000,0.068,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.189,-0.000,0.000,0.000
2.371,takeoff,0.000,0.000,0.068,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.222,-0.000,0.000,0.000
2.424,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.254,-0.000,0.000,0.000
2.482,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.288,-0.000,0.000,0.000
2.532,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.319,-0.000,0.000,0.000
2.589,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.353,-0.000,0.000,0.000
2.648,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.388,-0.000,0.000,0.000
2.704,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.422,-0.000,0.000,0.000
2.758,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.454,-0.000,0.000,0.000
2.816,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.489,-0.000,0.000,0.000
2.866,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.519,-0.000,0.000,0.000
2.917,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.549,-0.000,0.000,0.000
2.969,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.580,-0.000,0.000,0.000
3.020,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.611,-0.000,0.000,0.000
3.075,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.644,-0.000,0.000,0.000
3.127,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.675,-0.000,0.000,0.000
3.177,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.705,-0.000,0.000,0.000
3.233,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.739,-0.000,0.000,0.000
3.285,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.069,0.00,-0.00,0.00,0.00,-0.00,0.770,-0.000,0.000,0.000
3.335,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.070,0.00,-0.00,0.00,0.00,-0.00,0.800,-0.000,0.000,0.000
3.392,takeoff,0.000,0.000,0.069,0.000,0.000,0.001,0.000,0.000,0.071,0.00,-0.00,0.00,0.00,-0.00,0.800,-0.000,0.000,0.000
3.443,takeoff,0.000,0.000,0.071,0.000,0.000,0.043,0.000,0.000,0.074,0.00,-0.00,0.00,0.00,-0.00,0.800,-0.000,0.000,0.000
3.498,takeoff,0.000,0.000,0.081,0.000,0.000,0.163,0.000,0.000,0.080,0.00,-0.00,0.00,0.00,-0.00,0.794,-0.000,0.000,0.000
3.549,takeoff,0.000,0.000,0.081,0.000,0.000,0.163,0.000,0.000,0.089,0.00,-0.00,0.00,0.00,-0.00,0.793,-0.000,0.000,0.000
3.600,takeoff,0.000,0.000,0.104,0.000,0.000,0.310,0.000,0.000,0.103,0.00,-0.00,0.00,0.00,-0.00,0.787,-0.000,0.000,0.000
3.651,takeoff,0.000,0.000,0.104,0.000,0.000,0.310,0.000,0.000,0.120,0.00,-0.00,0.00,0.00,-0.00,0.785,-0.000,0.000,0.000
3.702,takeoff,0.000,0.000,0.143,0.000,0.000,0.452,0.000,0.000,0.141,0.00,-0.00,0.00,0.00,-0.00,0.778,-0.000,0.000,0.000
3.753,takeoff,0.000,0.000,0.143,0.000,0.000,0.452,0.000,0.000,0.163,0.00,-0.00,0.00,0.00,-0.00,0.775,-0.000,0.000,0.000
3.803,takeoff,0.000,0.000,0.143,0.000,0.000,0.452,0.000,0.000,0.191,0.00,-0.00,0.00,0.00,-0.00,0.775,-0.000,0.000,0.000
3.854,takeoff,0.000,0.000,0.195,0.000,0.000,0.581,0.000,0.000,0.221,0.00,-0.00,0.00,0.00,-0.00,0.769,-0.000,0.000,0.000
3.908,takeoff,0.000,0.000,0.259,0.000,0.000,0.694,0.000,0.000,0.254,0.00,-0.00,0.00,0.00,-0.00,0.762,-0.000,0.000,0.000
3.959,takeoff,0.000,0.000,0.259,0.000,0.000,0.694,0.000,0.000,0.290,0.00,-0.00,0.00,0.00,-0.00,0.758,-0.000,0.000,0.000
4.017,takeoff,0.000,0.000,0.333,0.000,0.000,0.796,0.000,0.000,0.329,0.00,-0.00,0.00,0.00,-0.00,0.752,-0.000,0.000,0.000
4.069,takeoff,0.000,0.000,0.333,0.000,0.000,0.796,0.000,0.000,0.385,0.00,-0.00,0.00,-0.00,-0.00,0.750,-0.000,0.000,0.000
4.121,takeoff,0.000,0.000,0.417,0.000,0.000,0.882,0.000,0.000,0.430,0.00,-0.00,0.00,-0.00,-0.00,0.745,-0.000,0.000,0.000
4.173,takeoff,0.000,0.000,0.417,0.000,0.000,0.882,0.000,0.000,0.476,0.00,-0.00,0.00,-0.00,-0.00,0.743,-0.000,0.000,0.000
4.224,takeoff,0.000,0.000,0.509,0.000,0.000,0.956,0.000,0.000,0.525,0.00,-0.00,0.00,-0.00,-0.00,0.739,-0.000,0.000,0.000
4.274,takeoff,0.000,0.000,0.509,0.000,0.000,0.956,0.000,0.000,0.575,0.00,-0.00,0.00,-0.00,-0.00,0.737,-0.000,0.000,0.000
4.325,takeoff,0.000,0.000,0.608,0.000,0.000,1.019,0.000,0.000,0.627,0.00,-0.00,0.00,-0.00,-0.00,0.733,-0.000,0.000,0.000
4.376,takeoff,0.000,0.000,0.608,0.000,0.000,1.019,0.000,0.000,0.679,0.00,-0.00,0.00,-0.00,-0.00,0.731,-0.000,0.000,0.000
4.430,takeoff,0.000,0.000,0.713,0.000,0.000,1.075,0.000,0.000,0.734,0.00,-0.00,0.00,-0.00,-0.00,0.728,-0.000,0.000,0.000
4.487,takeoff,0.000,0.000,0.713,0.000,0.000,1.075,0.000,0.000,0.790,0.00,-0.00,0.00,-0.00,-0.00,0.726,-0.000,0.000,0.000
4.539,takeoff,0.000,0.000,0.823,0.000,0.000,1.123,0.000,0.000,0.847,0.00,-0.00,0.00,-0.00,-0.00,0.723,-0.000,0.000,0.000
4.599,takeoff,0.000,0.000,0.823,0.000,0.000,1.123,0.000,0.000,0.921,0.00,-0.00,0.00,-0.00,-0.00,0.722,-0.000,0.000,0.000
4.652,takeoff,0.000,0.000,0.937,0.000,0.000,1.164,0.000,0.000,0.977,0.00,-0.00,0.00,-0.00,-0.00,0.719,-0.000,0.000,0.000
4.705,takeoff,0.000,0.000,0.937,0.000,0.000,1.164,0.000,0.000,1.038,0.00,-0.00,0.00,-0.00,-0.00,0.718,-0.000,0.000,0.000
4.755,takeoff,0.000,0.000,1.056,0.000,0.000,1.198,0.000,0.000,1.098,0.00,-0.00,0.00,-0.00,-0.00,0.716,-0.000,0.000,0.000
4.806,takeoff,0.000,0.000,1.056,0.000,0.000,1.198,0.000,0.000,1.160,0.00,-0.00,0.00,-0.00,-0.00,0.715,-0.000,0.000,0.000
4.862,takeoff,0.000,0.000,1.177,0.000,0.000,1.226,0.000,0.000,1.222,0.00,-0.00,0.00,-0.00,-0.00,0.713,-0.000,0.000,0.000
4.918,takeoff,0.000,0.000,1.301,0.000,0.000,1.248,0.000,0.000,1.286,0.00,-0.00,0.00,-0.00,-0.00,0.711,-0.000,0.000,0.000
4.968,takeoff,0.000,0.000,1.301,0.000,0.000,1.248,0.000,0.000,1.349,0.00,-0.00,0.00,-0.00,-0.00,0.710,-0.000,0.000,0.000
5.018,takeoff,0.000,0.000,1.426,0.000,0.000,1.266,0.000,0.000,1.414,0.00,-0.00,0.00,-0.00,-0.00,0.708,-0.000,0.000,0.000
