t,phase,nav_n,nav_e,nav_alt,nav_vn,nav_ve,nav_climb,truth_n,truth_e,truth_alt,fc_roll,fc_pitch,fc_yaw,stick_thr,stick_roll,stick_pitch,stick_yaw
2.005,takeoff,0.000,0.000,0.072,0.000,0.000,0.001,0.000,0.000,0.072,0.00,-0.00,0.00,0.000,-0.000,0.000,0.000
2.056,takeoff,0.000,0.000,0.072,0.000,0.000,0.001,0.000,0.000,0.072,0.00,-0.00,0.00,0.030,-0.000,0.000,0.000
2.109,takeoff,0.000,0.000,0.072,0.000,0.000,0.001,0.000,0.000,0.072,0.00,-0.00,0.00,0.062,-0.000,0.000,0.000
2.161,takeoff,0.000,0.000,0.072,0.000,0.000,0.001,0.000,0.000,0.072,0.00,-0.00,0.00,0.094,-0.000,0.000,0.000
2.212,takeoff,0.000,0.000,0.072,0.000,0.000,0.001,0.000,0.000,0.072,0.00,-0.00,0.00,0.124,-0.000,0.000,0.000
2.262,takeoff,0.000,0.000,0.072,0.000,0.000,0.001,0.000,0.000,0.072,0.00,-0.00,0.00,0.154,-0.000,0.000,0.000
2.312,takeoff,0.000,0.000,0.072,0.000,0.000,0.001,0.000,0.000,0.072,0.00,-0.00,0.00,0.184,-0.000,0.000,0.000
2.367,takeoff,0.000,0.000,0.072,0.000,0.000,0.001,0.000,0.000,0.072,0.00,-0.00,0.00,0.217,-0.000,0.000,0.000
2.418,takeoff,0.000,0.000,0.072,0.000,0.000,0.001,0.000,0.000,0.072,0.00,-0.00,0.00,0.248,-0.000,0.000,0.000
2.471,takeoff,0.000,0.000,0.072,0.000,0.000,0.001,0.000,0.000,0.072,0.00,-0.00,0.00,0.279,-0.000,0.000,0.000
2.525,takeoff,0.000,0.000,0.072,0.000,0.000,0.001,0.000,0.000,0.072,0.00,-0.00,0.00,0.312,-0.000,0.000,0.000
2.576,takeoff,0.000,0.000,0.072,0.000,0.000,0.001,0.000,0.000,0.072,0.00,-0.00,0.00,0.343,-0.000,0.000,0.000
2.631,takeoff,0.000,0.000,0.072,0.000,0.000,0.001,0.000,0.000,0.072,0.00,-0.00,0.00,0.375,-0.000,0.000,0.000
2.684,takeoff,0.000,0.000,0.072,0.000,0.000,0.001,0.000,0.000,0.072,0.00,-0.00,0.00,0.407,-0.000,0.000,0.000
2.736,takeoff,0.000,0.000,0.072,0.000,0.000,0.001,0.000,0.000,0.073,0.00,-0.00,0.00,0.439,-0.000,0.000,0.000
2.787,takeoff,0.000,0.000,0.072,0.000,0.000,0.001,0.000,0.000,0.073,0.00,-0.00,0.00,0.469,-0.000,0.000,0.000
2.838,takeoff,0.000,0.000,0.073,0.000,0.000,0.001,0.000,0.000,0.073,0.00,-0.00,0.00,0.500,-0.000,0.000,0.000
2.889,takeoff,0.000,0.000,0.073,0.000,0.000,0.001,0.000,0.000,0.073,0.00,-0.00,0.00,0.530,-0.000,0.000,0.000
2.942,takeoff,0.000,0.000,0.073,0.000,0.000,0.001,0.000,0.000,0.073,0.00,-0.00,0.00,0.562,-0.000,0.000,0.000
2.993,takeoff,0.000,0.000,0.073,0.000,0.000,0.001,0.000,0.000,0.073,0.00,-0.00,0.00,0.593,-0.000,0.000,0.000
3.043,takeoff,0.000,0.000,0.073,0.000,0.000,0.001,0.000,0.000,0.073,0.00,-0.00,0.00,0.623,-0.000,0.000,0.000
3.095,takeoff,0.000,0.000,0.073,0.000,0.000,0.001,0.000,0.000,0.073,0.00,-0.00,0.00,0.654,-0.000,0.000,0.000
3.150,takeoff,0.000,0.000,0.073,0.000,0.000,0.001,0.000,0.000,0.073,0.00,-0.00,0.00,0.687,-0.000,0.000,0.000
3.201,takeoff,0.000,0.000,0.073,0.000,0.000,0.001,0.000,0.000,0.073,0.00,-0.00,0.00,0.718,-0.000,0.000,0.000
3.256,takeoff,0.000,0.000,0.073,0.000,0.000,0.001,0.000,0.000,0.073,0.00,-0.00,0.00,0.751,-0.000,0.000,0.000
3.307,takeoff,0.000,0.000,0.073,0.000,0.000,0.001,0.000,0.000,0.073,0.00,-0.00,0.00,0.781,-0.000,0.000,0.000
3.359,takeoff,0.000,0.000,0.073,0.000,0.000,0.011,0.000,0.000,0.074,0.00,-0.00,0.00,0.800,-0.000,0.000,0.000
3.410,takeoff,0.000,0.000,0.073,0.000,0.000,0.011,0.000,0.000,0.076,0.00,-0.00,0.00,0.800,-0.000,0.000,0.000
3.465,takeoff,0.000,0.000,0.077,0.000,0.000,0.071,0.000,0.000,0.081,0.00,-0.00,0.00,0.799,-0.000,0.000,0.000
3.515,takeoff,0.000,0.000,0.090,0.000,0.000,0.201,0.000,0.000,0.089,0.00,-0.00,0.00,0.794,-0.000,0.000,0.000
3.569,takeoff,0.000,0.000,0.090,0.000,0.000,0.201,0.000,0.000,0.101,0.00,-0.00,0.00,0.793,-0.000,0.000,0.000
3.622,takeoff,0.000,0.000,0.118,0.000,0.000,0.347,0.000,0.000,0.116,0.00,-0.00,0.00,0.786,-0.000,0.000,0.000
3.675,takeoff,0.000,0.000,0.118,0.000,0.000,0.347,0.000,0.000,0.135,0.00,-0.00,0.00,0.784,-0.000,0.000,0.000
3.727,takeoff,0.000,0.000,0.159,0.000,0.000,0.485,0.000,0.000,0.167,0.00,-0.00,0.00,0.777,-0.000,0.000,0.000
3.779,takeoff,0.000,0.000,0.159,0.000,0.000,0.485,0.000,0.000,0.194,0.00,-0.00,0.00,0.775,-0.000,0.000,0.000
3.831,takeoff,0.000,0.000,0.214,0.000,0.000,0.611,0.000,0.000,0.225,0.00,-0.00,0.00,0.768,-0.000,0.000,0.000
3.883,takeoff,0.000,0.000,0.214,0.000,0.000,0.611,0.000,0.000,0.259,0.00,-0.00,0.00,0.766,-0.000,0.000,0.000
3.938,takeoff,0.000,0.000,0.281,0.000,0.000,0.724,0.000,0.000,0.295,0.00,-0.00,0.00,0.760,-0.000,0.000,0.000
3.993,takeoff,0.000,0.000,0.281,0.000,0.000,0.724,0.000,0.000,0.334,0.00,-0.00,0.00,0.757,-0.000,0.000,0.000
4.043,takeoff,0.000,0.000,0.359,0.000,0.000,0.822,0.000,0.000,0.376,0.00,-0.00,0.00,0.752,-0.000,0.000,0.000
4.094,takeoff,0.000,0.000,0.359,0.000,0.000,0.822,0.000,0.000,0.420,0.00,-0.00,0.00,0.749,-0.000,0.000,0.000
4.148,takeoff,0.000,0.000,0.445,0.000,0.000,0.911,0.000,0.000,0.466,0.00,-0.00,0.00,0.744,-0.000,0.000,0.000
4.198,takeoff,0.000,0.000,0.445,0.000,0.000,0.911,0.000,0.000,0.515,0.00,-0.00,0.00,0.742,-0.000,0.000,0.000
4.251,takeoff,0.000,0.000,0.540,0.000,0.000,0.988,0.000,0.000,0.565,0.00,-0.00,0.00,0.738,-0.000,0.000,0.000
4.301,takeoff,0.000,0.000,0.540,0.000,0.000,0.988,0.000,0.000,0.617,0.00,-0.00,0.00,0.736,-0.000,0.000,0.000
4.354,takeoff,0.000,0.000,0.642,0.000,0.000,1.053,0.000,0.000,0.671,0.00,-0.00,0.00,0.732,-0.000,0.000,0.000
4.407,takeoff,0.000,0.000,0.642,0.000,0.000,1.053,0.000,0.000,0.745,0.00,-0.00,0.00,0.730,-0.000,0.000,0.000
4.461,takeoff,0.000,0.000,0.751,0.000,0.000,1.108,0.000,0.000,0.802,0.00,-0.00,0.00,0.726,-0.000,0.000,0.000
4.511,takeoff,0.000,0.000,0.751,0.000,0.000,1.108,0.000,0.000,0.860,0.00,-0.00,0.00,0.725,-0.000,0.000,0.000
4.561,takeoff,0.000,0.000,0.864,0.000,0.000,1.155,0.000,0.000,0.920,0.00,-0.00,0.00,0.722,-0.000,0.000,0.000
4.612,takeoff,0.000,0.000,0.981,0.000,0.000,1.193,0.000,0.000,0.980,0.00,-0.00,0.00,0.718,-0.000,0.000,0.000
4.664,takeoff,0.000,0.000,0.981,0.000,0.000,1.193,0.000,0.000,1.041,0.00,-0.00,0.00,0.717,-0.000,0.000,0.000
4.716,takeoff,0.000,0.000,1.102,0.000,0.000,1.223,0.000,0.000,1.103,0.00,-0.00,0.00,0.714,-0.000,0.000,0.000
4.769,takeoff,0.000,0.000,1.102,0.000,0.000,1.223,0.000,0.000,1.166,0.00,-0.00,0.00,0.713,-0.000,0.000,0.000
4.821,takeoff,0.000,0.000,1.226,0.000,0.000,1.246,0.000,0.000,1.229,0.00,-0.00,0.00,0.711,-0.000,0.000,0.000
4.875,takeoff,0.000,0.000,1.226,0.000,0.000,1.246,0.000,0.000,1.293,0.00,-0.00,0.00,0.710,-0.000,0.000,0.000
4.925,takeoff,0.000,0.000,1.351,0.000,0.000,1.264,0.000,0.000,1.358,0.00,-0.00,0.00,0.709,-0.000,0.000,0.000
4.976,takeoff,0.000,0.000,1.351,0.000,0.000,1.264,0.000,0.000,1.422,0.00,-0.00,0.00,0.708,-0.000,0.000,0.000
