t,phase,nav_n,nav_e,nav_alt,nav_vn,nav_ve,nav_climb,truth_n,truth_e,truth_alt,fc_roll,fc_pitch,fc_yaw,true_roll,true_pitch,stick_thr,stick_roll,stick_pitch,stick_yaw
2.001,takeoff,0.000,0.000,0.066,0.000,0.000,0.001,0.000,0.000,0.066,0.00,-0.00,0.00,0.00,-0.00,0.000,-0.000,0.000,0.000
2.054,takeoff,0.000,0.000,0.066,0.000,0.000,0.001,0.000,0.000,0.066,0.00,-0.00,0.00,0.00,-0.00,0.032,-0.000,0.000,0.000
2.109,takeoff,0.000,0.000,0.066,0.000,0.000,0.001,0.000,0.000,0.066,0.00,-0.00,0.00,0.00,-0.00,0.065,-0.000,0.000,0.000
2.159,takeoff,0.000,0.000,0.066,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.095,-0.000,0.000,0.000
2.214,takeoff,0.000,0.000,0.066,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.128,-0.000,0.000,0.000
2.268,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.160,-0.000,0.000,0.000
2.318,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.191,-0.000,0.000,0.000
2.369,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.221,-0.000,0.000,0.000
2.421,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.252,-0.000,0.000,0.000
2.471,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.282,-0.000,0.000,0.000
2.524,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.314,-0.000,0.000,0.000
2.575,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.344,-0.000,0.000,0.000
2.628,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.377,-0.000,0.000,0.000
2.679,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.407,-0.000,0.000,0.000
2.733,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.439,-0.000,0.000,0.000
2.786,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.471,-0.000,0.000,0.000
2.841,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.504,-0.000,0.000,0.000
2.893,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.535,-0.000,0.000,0.000
2.944,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.566,-0.000,0.000,0.000
2.998,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.599,-0.000,0.000,0.000
3.049,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.629,-0.000,0.000,0.000
3.102,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.067,0.00,-0.00,0.00,0.00,-0.00,0.660,-0.000,0.000,0.000
3.156,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.068,0.00,-0.00,0.00,0.00,-0.00,0.693,-0.000,0.000,0.000
3.206,takeoff,0.000,0.000,0.067,0.000,0.000,0.001,0.000,0.000,0.068,0.00,-0.00,0.00,0.00,-0.00,0.723,-0.000,0.000,0.000
3.261,takeoff,0.000,0.000,0.068,0.000,0.000,0.001,0.000,0.000,0.068,0.00,-0.00,0.00,0.00,-0.00,0.756,-0.000,0.000,0.000
3.312,takeoff,0.000,0.000,0.068,0.000,0.000,0.001,0.000,0.000,0.068,0.00,-0.00,0.00,0.00,-0.00,0.787,-0.000,0.000,0.000
3.363,takeoff,0.000,0.000,0.068,0.000,0.000,0.001,0.000,0.000,0.068,0.00,-0.00,0.00,0.00,-0.00,0.800,-0.000,0.000,0.000
3.418,takeoff,0.000,0.000,0.070,0.000,0.000,0.063,0.000,0.000,0.070,0.00,-0.00,0.00,0.00,-0.00,0.800,-0.000,0.000,0.000
3.468,takeoff,0.000,0.000,0.070,0.000,0.000,0.063,0.000,0.000,0.074,0.00,-0.00,0.00,0.00,-0.00,0.798,-0.000,0.000,0.000
3.523,takeoff,0.000,0.000,0.083,0.000,0.000,0.201,0.000,0.000,0.081,0.00,-0.00,0.00,0.00,-0.00,0.794,-0.000,0.000,0.000
3.575,takeoff,0.000,0.000,0.083,0.000,0.000,0.201,0.000,0.000,0.093,0.00,-0.00,0.00,0.00,-0.00,0.793,-0.000,0.000,0.000
3.628,takeoff,0.000,0.000,0.111,0.000,0.000,0.345,0.000,0.000,0.114,0.00,-0.00,0.00,0.00,-0.00,0.786,-0.000,0.000,0.000
3.678,takeoff,0.000,0.000,0.111,0.000,0.000,0.345,0.000,0.000,0.134,0.00,-0.00,0.00,0.00,-0.00,0.784,-0.000,0.000,0.000
3.729,takeoff,0.000,0.000,0.152,0.000,0.000,0.481,0.000,0.000,0.157,0.00,-0.00,0.00,0.00,-0.00,0.778,-0.000,0.000,0.000
3.781,takeoff,0.000,0.000,0.152,0.000,0.000,0.481,0.000,0.000,0.184,0.00,-0.00,0.00,0.00,-0.00,0.775,-0.000,0.000,0.000
3.831,takeoff,0.000,0.000,0.207,0.000,0.000,0.607,0.000,0.000,0.215,0.00,-0.00,0.00,0.00,-0.00,0.768,-0.000,0.000,0.000
3.886,takeoff,0.000,0.000,0.207,0.000,0.000,0.607,0.000,0.000,0.248,0.00,-0.00,0.00,0.00,-0.00,0.766,-0.000,0.000,0.000
3.936,takeoff,0.000,0.000,0.273,0.000,0.000,0.722,0.000,0.000,0.284,0.00,-0.00,0.00,0.00,-0.00,0.760,-0.000,0.000,0.000
3.990,takeoff,0.000,0.000,0.273,0.000,0.000,0.722,0.000,0.000,0.323,0.00,-0.00,0.00,0.00,-0.00,0.757,-0.000,0.000,0.000
4.045,takeoff,0.000,0.000,0.350,0.000,0.000,0.821,0.000,0.000,0.365,0.00,-0.00,0.00,0.00,-0.00,0.752,-0.000,0.000,0.000
4.095,takeoff,0.000,0.000,0.350,0.000,0.000,0.821,0.000,0.000,0.408,0.00,-0.00,0.00,-0.00,-0.00,0.749,-0.000,0.000,0.000
4.148,takeoff,0.000,0.000,0.437,0.000,0.000,0.907,0.000,0.000,0.454,0.00,-0.00,0.00,-0.00,-0.00,0.744,-0.000,0.000,0.000
4.202,takeoff,0.000,0.000,0.437,0.000,0.000,0.907,0.000,0.000,0.502,0.00,-0.00,0.00,-0.00,-0.00,0.742,-0.000,0.000,0.000
4.252,takeoff,0.000,0.000,0.532,0.000,0.000,0.982,0.000,0.000,0.552,0.00,-0.00,0.00,-0.00,-0.00,0.738,-0.000,0.000,0.000
