t,phase,nav_n,nav_e,nav_alt,nav_vn,nav_ve,nav_climb,truth_n,truth_e,truth_alt,fc_roll,fc_pitch,fc_yaw,true_roll,true_pitch,stick_thr,stick_roll,stick_pitch,stick_yaw
2.001,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.090,0.00,-0.00,0.00,0.00,-0.00,0.000,-0.000,0.000,0.000
2.052,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.090,0.00,-0.00,0.00,0.00,-0.00,0.031,-0.000,0.000,0.000
2.102,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.090,0.00,-0.00,0.00,0.00,-0.00,0.061,-0.000,0.000,0.000
2.153,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.090,0.00,-0.00,0.00,0.00,-0.00,0.091,-0.000,0.000,0.000
2.204,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.090,0.00,-0.00,0.00,0.00,-0.00,0.122,-0.000,0.000,0.000
2.255,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.090,0.00,-0.00,0.00,0.00,-0.00,0.152,-0.000,0.000,0.000
2.306,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.090,0.00,-0.00,0.00,0.00,-0.00,0.183,-0.000,0.000,0.000
2.360,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.090,0.00,-0.00,0.00,0.00,-0.00,0.215,-0.000,0.000,0.000
2.411,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.090,0.00,-0.00,0.00,0.00,-0.00,0.246,-0.000,0.000,0.000
2.463,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.090,0.00,-0.00,0.00,0.00,-0.00,0.277,-0.000,0.000,0.000
2.516,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.090,0.00,-0.00,0.00,0.00,-0.00,0.309,-0.000,0.000,0.000
2.569,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.090,0.00,-0.00,0.00,0.00,-0.00,0.341,-0.000,0.000,0.000
2.621,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.090,0.00,-0.00,0.00,0.00,-0.00,0.372,-0.000,0.000,0.000
2.676,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.090,0.00,-0.00,0.00,0.00,-0.00,0.405,-0.000,0.000,0.000
2.730,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.090,0.00,-0.00,0.00,0.00,-0.00,0.438,-0.000,0.000,0.000
2.784,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.090,0.00,-0.00,0.00,0.00,-0.00,0.470,-0.000,0.000,0.000
2.837,takeoff,0.000,0.001,0.090,0.000,0.000,0.001,0.000,0.001,0.091,0.00,-0.00,0.00,0.00,-0.00,0.501,-0.000,0.000,0.000
2.889,takeoff,0.000,0.001,0.091,0.000,0.000,0.001,0.000,0.001,0.091,0.00,-0.00,0.00,0.00,-0.00,0.533,-0.000,0.000,0.000
2.940,takeoff,0.000,0.001,0.091,0.000,0.000,0.001,0.000,0.001,0.091,0.00,-0.00,0.00,0.00,-0.00,0.564,-0.000,0.000,0.000
2.991,takeoff,0.000,0.001,0.091,0.000,0.000,0.001,0.000,0.001,0.091,0.00,-0.00,0.00,0.00,-0.00,0.594,-0.000,0.000,0.000
3.044,takeoff,0.000,0.001,0.091,0.000,0.000,0.001,0.000,0.001,0.091,0.00,-0.00,0.00,0.00,-0.00,0.626,-0.000,0.000,0.000
3.095,takeoff,0.000,0.001,0.091,0.000,0.000,0.001,0.000,0.001,0.091,0.00,-0.00,0.00,0.00,-0.00,0.656,-0.000,0.000,0.000
3.147,takeoff,0.000,0.001,0.091,0.000,0.000,0.001,0.000,0.001,0.091,0.00,-0.00,0.00,0.00,-0.00,0.687,-0.000,0.000,0.000
3.199,takeoff,0.000,0.001,0.091,0.000,0.000,0.001,0.000,0.001,0.091,0.00,-0.00,0.00,0.00,-0.00,0.719,-0.000,0.000,0.000
3.250,takeoff,0.000,0.001,0.091,0.000,0.000,0.001,0.000,0.001,0.091,0.00,-0.00,0.00,0.00,-0.00,0.749,-0.000,0.000,0.000
3.301,takeoff,0.000,0.001,0.091,0.000,0.000,0.001,0.000,0.001,0.091,0.00,-0.00,0.00,0.00,-0.00,0.780,-0.000,0.000,0.000
3.351,takeoff,0.000,0.001,0.091,0.000,0.000,0.001,0.000,0.001,0.091,0.00,-0.00,0.00,0.00,-0.00,0.800,-0.000,0.000,0.000
3.403,takeoff,0.000,0.001,0.093,0.000,0.000,0.049,0.000,0.001,0.093,0.00,-0.00,0.00,0.00,-0.00,0.800,-0.000,0.000,0.000
3.453,takeoff,0.000,0.001,0.093,0.000,0.000,0.049,0.000,0.001,0.097,0.00,-0.00,0.00,0.00,-0.00,0.799,-0.000,0.000,0.000
3.505,takeoff,0.000,0.001,0.104,0.000,0.000,0.182,0.000,0.001,0.105,0.00,-0.00,0.00,0.00,-0.00,0.795,-0.000,0.000,0.000
3.555,takeoff,0.000,0.001,0.104,0.000,0.000,0.182,0.000,0.001,0.117,0.00,-0.00,0.00,0.00,-0.00,0.794,-0.000,0.000,0.000
3.609,takeoff,0.000,0.001,0.129,0.000,0.000,0.328,0.000,0.001,0.132,0.00,-0.00,0.00,0.00,-0.00,0.788,-0.000,0.000,0.000
3.661,takeoff,0.000,0.001,0.129,0.000,0.000,0.328,0.000,0.001,0.151,0.00,-0.00,0.00,0.00,-0.00,0.786,-0.000,0.000,0.000
3.712,takeoff,0.000,0.001,0.169,0.000,0.000,0.468,0.000,0.001,0.174,0.00,-0.00,0.00,0.00,-0.00,0.779,-0.000,0.000,0.000
3.763,takeoff,0.000,0.001,0.169,0.000,0.000,0.468,0.000,0.001,0.200,0.00,-0.00,0.00,0.00,-0.00,0.776,-0.000,0.000,0.000
3.813,takeoff,0.000,0.001,0.223,0.000,0.000,0.596,0.000,0.001,0.230,0.00,-0.00,0.00,0.00,-0.00,0.770,-0.000,0.000,0.000
3.865,takeoff,0.000,0.001,0.223,0.000,0.000,0.596,0.000,0.001,0.263,0.00,-0.00,0.00,0.00,-0.00,0.767,-0.000,0.000,0.000
3.916,takeoff,0.000,0.001,0.288,0.000,0.000,0.713,0.000,0.001,0.298,0.00,-0.00,0.00,0.00,-0.00,0.761,-0.000,0.000,0.000
3.967,takeoff,0.000,0.001,0.288,0.000,0.000,0.713,0.000,0.001,0.337,0.00,-0.00,0.00,0.00,-0.00,0.758,-0.000,0.000,0.000
4.018,takeoff,0.000,0.001,0.365,0.000,0.000,0.817,0.000,0.001,0.378,0.00,-0.00,0.00,0.00,-0.00,0.752,-0.000,0.000,0.000
4.070,takeoff,0.000,0.001,0.365,0.000,0.000,0.817,0.000,0.001,0.437,0.00,-0.00,0.00,-0.00,-0.00,0.750,-0.000,0.000,0.000
4.123,takeoff,0.000,0.001,0.451,0.000,0.000,0.907,0.000,0.001,0.483,0.00,-0.00,0.00,-0.00,-0.00,0.745,-0.000,0.000,0.000
4.174,takeoff,0.000,0.001,0.451,0.000,0.000,0.907,0.000,0.001,0.532,0.00,-0.00,0.00,-0.00,-0.00,0.742,-0.000,0.000,0.000
4.225,takeoff,0.000,0.001,0.546,0.000,0.000,0.985,0.000,0.001,0.583,0.00,-0.00,0.00,-0.00,-0.00,0.738,-0.000,0.000,0.000
4.276,takeoff,0.000,0.001,0.546,0.000,0.000,0.985,0.000,0.001,0.635,0.00,-0.00,0.00,-0.00,-0.00,0.736,-0.000,0.000,0.000
4.327,takeoff,0.000,0.001,0.648,0.000,0.000,1.050,0.000,0.001,0.689,0.00,-0.00,0.00,-0.00,-0.00,0.729,-0.000,0.000,0.000
4.379,takeoff,0.000,0.001,0.648,0.000,0.000,1.050,0.000,0.001,0.744,0.00,-0.00,0.00,-0.00,-0.00,0.727,-0.000,0.000,0.000
4.433,takeoff,0.000,0.001,0.755,0.000,0.000,1.103,0.000,0.001,0.801,0.00,-0.00,0.00,-0.00,-0.00,0.720,-0.000,0.000,0.000
4.488,takeoff,0.000,0.001,0.868,0.000,0.000,1.145,0.000,0.001,0.859,0.00,-0.00,0.00,-0.00,-0.00,0.712,-0.000,0.000,0.000
4.539,takeoff,0.000,0.001,0.868,0.000,0.000,1.145,0.000,0.001,0.917,0.00,-0.00,0.00,-0.00,-0.00,0.710,-0.000,0.000,0.000
4.589,takeoff,0.000,0.001,0.984,0.000,0.000,1.172,0.000,0.001,0.977,0.00,-0.00,0.00,-0.00,-0.00,0.704,-0.000,0.000,0.000
4.642,takeoff,0.000,0.001,0.984,0.000,0.000,1.172,0.000,0.001,1.037,0.00,-0.00,0.00,-0.00,-0.00,0.702,-0.000,0.000,0.000
4.694,takeoff,0.000,0.001,1.102,0.000,0.000,1.185,0.000,0.001,1.097,0.00,-0.00,0.00,-0.00,-0.00,0.697,-0.000,0.000,0.000
4.744,takeoff,0.000,0.001,1.102,0.000,0.000,1.185,0.000,0.001,1.157,0.00,-0.00,0.00,-0.00,-0.00,0.696,-0.000,0.000,0.000
4.795,takeoff,0.000,0.001,1.220,0.000,0.000,1.187,0.000,0.001,1.218,0.00,-0.00,0.00,-0.00,-0.00,0.691,-0.000,0.000,0.000
4.847,takeoff,0.000,0.001,1.220,0.000,0.000,1.187,0.000,0.001,1.279,0.00,-0.00,0.00,-0.00,-0.00,0.690,-0.000,0.000,0.000
4.901,takeoff,0.000,0.001,1.339,0.000,0.000,1.179,0.000,0.001,1.339,0.00,-0.00,0.00,-0.00,-0.00,0.685,-0.000,0.000,0.000
4.953,takeoff,0.000,0.001,1.339,0.000,0.000,1.179,0.000,0.001,1.399,0.00,-0.00,0.00,-0.00,-0.00,0.685,-0.000,0.000,0.000
5.006,takeoff,0.000,0.001,1.456,0.000,0.000,1.161,0.000,0.001,1.478,0.00,-0.00,0.00,-0.00,-0.00,0.681,-0.000,0.000,0.000
5.058,takeoff,0.000,0.001,1.456,0.000,0.000,1.161,0.000,0.001,1.537,0.00,-0.00,0.00,-0.00,-0.00,0.681,-0.000,0.000,0.000
5.109,takeoff,0.000,0.001,1.571,0.000,-0.000,1.135,0.000,0.001,1.594,0.00,-0.00,0.00,-0.00,-0.00,0.678,-0.000,0.000,0.000
5.159,takeoff,0.000,0.001,1.571,0.000,-0.000,1.135,0.000,0.001,1.652,0.00,-0.00,0.00,-0.00,-0.00,0.678,-0.000,0.000,0.000
5.211,takeoff,0.000,0.001,1.683,0.000,-0.000,1.103,0.000,0.001,1.689,0.00,-0.00,0.00,-0.00,-0.00,0.675,-0.000,0.000,0.000
5.262,takeoff,0.000,0.001,1.683,0.000,-0.000,1.103,0.000,0.001,1.763,0.00,-0.00,0.00,-0.00,-0.00,0.675,-0.000,0.000,0.000
5.313,takeoff,0.000,0.001,1.791,0.000,-0.000,1.066,0.000,0.001,1.818,0.00,-0.00,0.00,-0.00,-0.00,0.673,-0.000,0.000,0.000
5.363,takeoff,0.000,0.001,1.791,0.000,-0.000,1.066,0.000,0.001,1.871,0.00,-0.00,0.00,-0.00,-0.00,0.673,-0.000,0.000,0.000
5.415,takeoff,0.000,0.001,1.896,0.000,-0.000,1.025,0.000,0.001,1.923,0.00,-0.00,0.00,-0.00,-0.00,0.672,-0.000,0.000,0.000
5.465,takeoff,0.000,0.001,1.896,0.000,-0.000,1.025,0.000,0.001,1.974,0.00,-0.00,0.00,-0.00,-0.00,0.672,-0.000,0.000,0.000
5.517,takeoff,0.000,0.001,1.996,0.000,-0.000,0.981,0.000,0.001,2.024,0.00,-0.00,0.00,-0.00,-0.00,0.671,-0.000,0.000,0.000
5.570,takeoff,0.000,0.001,1.996,0.000,-0.000,0.981,0.000,0.001,2.073,0.00,-0.00,0.00,-0.00,-0.00,0.671,-0.000,0.000,0.000
5.621,takeoff,0.000,0.001,2.092,0.000,-0.000,0.935,0.000,0.001,2.121,0.00,-0.00,0.00,-0.00,-0.00,0.670,-0.000,0.000,0.000
5.672,takeoff,0.000,0.001,2.092,0.000,-0.000,0.935,0.000,0.001,2.167,0.00,-0.00,0.00,-0.00,-0.00,0.671,-0.000,0.000,0.000
5.723,takeoff,0.000,0.001,2.183,0.000,-0.000,0.889,0.000,0.001,2.212,0.00,-0.00,0.00,-0.00,-0.00,0.670,-0.000,0.000,0.000
5.777,takeoff,0.000,0.001,2.183,0.000,-0.000,0.889,0.000,0.001,2.256,0.00,-0.00,0.00,-0.00,-0.00,0.671,-0.000,0.000,0.000
5.831,takeoff,0.000,0.001,2.269,0.000,-0.000,0.842,0.000,0.001,2.299,0.00,-0.00,0.00,-0.00,-0.00,0.670,-0.000,0.000,0.000
5.882,takeoff,0.000,0.001,2.269,0.000,-0.000,0.842,0.000,0.001,2.340,0.00,-0.00,0.00,-0.00,-0.00,0.671,-0.000,0.000,0.000
5.934,takeoff,0.000,0.001,2.351,0.000,-0.000,0.795,0.000,0.001,2.380,0.00,-0.00,0.00,-0.00,-0.00,0.671,-0.000,0.000,0.000
5.986,takeoff,0.000,0.001,2.428,0.000,-0.000,0.748,0.000,0.001,2.419,0.00,-0.00,0.00,-0.00,-0.00,0.671,-0.000,0.000,0.000
6.039,takeoff,0.000,0.001,2.428,0.000,-0.000,0.748,0.000,0.001,2.457,0.00,-0.00,0.00,-0.00,-0.00,0.673,-0.000,0.000,0.000
6.090,takeoff,0.000,0.001,2.501,0.000,-0.000,0.701,0.000,0.001,2.494,0.00,-0.00,0.00,-0.00,0.00,0.673,-0.000,0.000,0.000
6.141,takeoff,0.000,0.001,2.501,0.000,-0.000,0.701,0.000,0.001,2.529,0.00,-0.00,0.00,-0.00,0.00,0.674,-0.000,0.000,0.000
6.192,takeoff,0.000,0.001,2.569,0.000,-0.000,0.655,0.000,0.001,2.563,0.00,-0.00,0.00,-0.00,0.00,0.674,-0.000,0.000,0.000
6.245,takeoff,0.000,0.001,2.569,0.000,-0.000,0.655,0.000,0.001,2.596,0.00,-0.00,0.00,-0.00,0.00,0.675,-0.000,0.000,0.000
6.300,takeoff,0.000,0.001,2.632,0.000,-0.000,0.611,0.000,0.001,2.639,0.00,-0.00,0.00,-0.00,0.00,0.676,-0.000,0.000,0.000
6.352,takeoff,0.000,0.001,2.632,0.000,-0.000,0.611,0.000,0.001,2.669,0.00,-0.00,0.00,-0.00,0.00,0.677,-0.000,0.000,0.000
6.403,takeoff,0.000,0.001,2.691,0.000,-0.000,0.569,0.000,0.001,2.698,0.00,-0.00,0.00,-0.00,0.00,0.677,-0.000,0.000,0.000
6.455,takeoff,0.000,0.001,2.691,0.000,-0.000,0.569,0.000,0.001,2.727,0.00,-0.00,0.00,-0.00,0.00,0.678,-0.000,0.000,0.000
6.505,takeoff,0.000,0.001,2.746,0.000,-0.000,0.529,0.000,0.001,2.754,0.00,-0.00,0.00,-0.00,0.00,0.679,-0.000,0.000,0.000
6.556,takeoff,0.000,0.001,2.746,0.000,-0.000,0.529,0.000,0.001,2.780,0.00,-0.00,0.00,-0.00,0.00,0.680,-0.000,0.000,0.000
6.608,takeoff,0.000,0.001,2.797,0.000,-0.000,0.491,0.000,0.001,2.805,0.00,-0.00,0.00,-0.00,0.00,0.680,-0.000,0.000,0.000
6.661,takeoff,0.000,0.001,2.797,0.000,-0.000,0.491,0.000,0.001,2.829,0.00,-0.00,0.00,-0.00,0.00,0.681,-0.000,0.000,0.000
6.711,takeoff,0.000,0.001,2.844,0.000,-0.000,0.457,0.000,0.001,2.853,0.00,-0.00,0.00,-0.00,0.00,0.682,-0.000,0.000,0.000
6.761,takeoff,0.000,0.001,2.844,0.000,-0.000,0.457,0.000,0.001,2.875,0.00,-0.00,0.00,-0.00,0.00,0.683,-0.000,0.000,0.000
6.814,takeoff,0.000,0.001,2.888,0.000,-0.000,0.425,0.000,0.001,2.897,0.00,-0.00,0.00,-0.00,0.00,0.683,-0.000,0.000,0.000
6.865,takeoff,0.000,0.001,2.888,0.000,-0.000,0.425,0.000,0.001,2.918,0.00,-0.00,0.00,-0.00,0.00,0.684,-0.000,0.000,0.000
6.917,takeoff,0.000,0.001,2.929,0.000,-0.000,0.396,0.000,0.001,2.938,0.00,-0.00,0.00,-0.00,0.00,0.685,-0.000,0.000,0.000
6.968,takeoff,0.000,0.001,2.929,0.000,-0.000,0.396,0.000,0.001,2.958,0.00,-0.00,0.00,-0.00,0.00,0.685,-0.000,0.000,0.000
7.019,takeoff,0.000,0.001,2.967,0.000,-0.000,0.368,0.000,0.001,2.976,0.00,-0.00,0.00,-0.00,0.00,0.686,-0.000,0.000,0.000
7.070,takeoff,0.000,0.001,2.967,0.000,-0.000,0.368,0.000,0.001,2.995,0.00,-0.00,0.00,-0.00,0.00,0.687,-0.000,0.000,0.000
7.120,takeoff,0.000,0.001,3.003,-0.000,-0.000,0.343,0.000,0.001,3.012,0.00,-0.00,0.00,-0.00,0.00,0.687,-0.000,0.000,0.000
7.171,takeoff,0.000,0.001,3.003,-0.000,-0.000,0.343,0.000,0.001,3.029,0.00,-0.00,0.00,-0.00,0.00,0.688,-0.000,0.000,0.000
7.222,takeoff,0.000,0.001,3.036,-0.000,-0.000,0.320,0.000,0.001,3.045,0.00,-0.00,0.00,-0.00,0.00,0.689,-0.000,0.000,0.000
7.273,takeoff,0.000,0.001,3.036,-0.000,-0.000,0.320,0.000,0.000,3.061,0.00,-0.00,0.00,-0.00,0.00,0.689,-0.000,0.000,0.000
7.326,takeoff,0.000,0.000,3.067,-0.000,-0.000,0.298,0.000,0.000,3.076,0.00,-0.00,0.00,-0.00,0.00,0.690,-0.000,0.000,0.000
7.380,takeoff,0.000,0.000,3.067,-0.000,-0.000,0.298,0.000,0.000,3.091,0.00,-0.00,0.00,-0.00,0.00,0.691,-0.000,0.000,0.000
7.431,takeoff,0.000,0.000,3.096,-0.000,-0.000,0.278,0.000,0.000,3.105,0.00,-0.00,0.00,-0.00,0.00,0.691,-0.000,0.000,0.000
7.485,takeoff,0.000,0.000,3.123,-0.000,-0.000,0.260,0.000,0.000,3.118,0.00,-0.00,0.00,-0.00,0.00,0.692,-0.000,0.000,0.000
7.536,takeoff,0.000,0.000,3.123,-0.000,-0.000,0.260,0.000,0.000,3.131,0.00,-0.00,0.00,-0.00,0.00,0.693,-0.000,0.000,0.000
7.586,takeoff,0.000,0.000,3.148,-0.000,-0.000,0.243,0.000,0.000,3.144,0.00,-0.00,0.00,-0.00,0.00,0.693,-0.000,0.000,0.000
7.640,takeoff,0.000,0.000,3.148,-0.000,-0.000,0.243,0.000,0.000,3.161,0.00,-0.00,0.00,0.00,0.00,0.694,-0.000,0.000,0.000
7.693,takeoff,0.000,0.000,3.171,-0.000,-0.000,0.228,0.000,0.000,3.172,0.00,-0.00,0.00,0.00,0.00,0.694,-0.000,0.000,0.000
7.744,takeoff,0.000,0.000,3.171,-0.000,-0.000,0.228,0.000,0.000,3.184,0.00,-0.00,0.00,0.00,0.00,0.695,-0.000,0.000,0.000
